year,uf,sex,age_group,persons_married
2013,MG,male,65+,2099
2013,MG,male,<15,6
2013,MG,male,unknown,1
2013,MS,female,15,45
2013,MS,female,16,329
2013,MS,female,17,389
2013,MS,female,18,604
2013,MS,female,19,579
2013,MS,female,20-24,3325
2013,MS,female,25-29,3006
2013,MS,female,30-34,2209
2013,MS,female,35-39,1291
2013,MS,female,40-44,843
2013,MS,female,45-49,589
2013,MS,female,50-54,383
2013,MS,female,55-59,192
2013,MS,female,60-64,89
2013,MS,female,65+,72
2013,MS,female,<15,39
2013,MS,female,unknown,0
2013,MS,male,15,6
2013,MS,male,16,31
2013,MS,male,17,77
2013,MS,male,18,179
2013,MS,male,19,318
2013,MS,male,20-24,2944
2013,MS,male,25-29,3400
2013,MS,male,30-34,2530
2013,MS,male,35-39,1512
2013,MS,male,40-44,1015
2013,MS,male,45-49,701
2013,MS,male,50-54,508
2013,MS,male,55-59,315
2013,MS,male,60-64,195
2013,MS,male,65+,247
2013,MS,male,<15,6
2013,MS,male,unknown,0
2013,MT,female,15,6
2013,MT,female,16,508
2013,MT,female,17,564
2013,MT,female,18,783
2013,MT,female,19,738
2013,MT,female,20-24,3582
2013,MT,female,25-29,3209
2013,MT,female,30-34,2237
2013,MT,female,35-39,1362
2013,MT,female,40-44,918
2013,MT,female,45-49,627
2013,MT,female,50-54,367
2013,MT,female,55-59,196
2013,MT,female,60-64,105
2013,MT,female,65+,91
2013,MT,female,<15,1
2013,MT,female,unknown,1
2013,MT,male,15,4
2013,MT,male,16,15
2013,MT,male,17,52
2013,MT,male,18,203
2013,MT,male,19,332
2013,MT,male,20-24,3152
2013,MT,male,25-29,3683
2013,MT,male,30-34,2803
2013,MT,male,35-39,1690
2013,MT,male,40-44,1135
2013,MT,male,45-49,821
2013,MT,male,50-54,542
2013,MT,male,55-59,359
2013,MT,male,60-64,227
2013,MT,male,65+,274
2013,MT,male,<15,1
2013,MT,male,unknown,2
2013,PA,female,15,19
2013,PA,female,16,575
2013,PA,female,17,773
2013,PA,female,18,1188
2013,PA,female,19,1330
2013,PA,female,20-24,7001
2013,PA,female,25-29,6879
2013,PA,female,30-34,5294
2013,PA,female,35-39,3135
2013,PA,female,40-44,1988
2013,PA,female,45-49,1251
2013,PA,female,50-54,685
2013,PA,female,55-59,380
2013,PA,female,60-64,183
2013,PA,female,65+,229
2013,PA,female,<15,6
2013,PA,female,unknown,28
2013,PA,male,15,4
2013,PA,male,16,24
2013,PA,male,17,63
2013,PA,male,18,260
2013,PA,male,19,516
2013,PA,male,20-24,5577
2013,PA,male,25-29,7257
2013,PA,male,30-34,5991
2013,PA,male,35-39,3926
2013,PA,male,40-44,2514
2013,PA,male,45-49,1673
2013,PA,male,50-54,1115
2013,PA,male,55-59,752
2013,PA,male,60-64,513
2013,PA,male,65+,731
2013,PA,male,<15,1
2013,PA,male,unknown,27
2013,PB,female,15,24
2013,PB,female,16,605
2013,PB,female,17,688
2013,PB,female,18,944
2013,PB,female,19,913
2013,PB,female,20-24,5025
2013,PB,female,25-29,4454
2013,PB,female,30-34,2864
2013,PB,female,35-39,1531
2013,PB,female,40-44,991
2013,PB,female,45-49,663
2013,PB,female,50-54,358
2013,PB,female,55-59,182
2013,PB,female,60-64,116
2013,PB,female,65+,137
2013,PB,female,<15,9
2013,PB,female,unknown,5
2013,PB,male,15,1
2013,PB,male,16,20
2013,PB,male,17,87
2013,PB,male,18,267
2013,PB,male,19,449
2013,PB,male,20-24,4541
2013,PB,male,25-29,5153
2013,PB,male,30-34,3459
2013,PB,male,35-39,1932
2013,PB,male,40-44,1173
2013,PB,male,45-49,816
2013,PB,male,50-54,508
2013,PB,male,55-59,349
2013,PB,male,60-64,272
2013,PB,male,65+,479
2013,PB,male,<15,0
2013,PB,male,unknown,3
2013,PE,female,15,40
2013,PE,female,16,1050
2013,PE,female,17,1284
2013,PE,female,18,1968
2013,PE,female,19,2076
2013,PE,female,20-24,11398
2013,PE,female,25-29,10771
2013,PE,female,30-34,7418
2013,PE,female,35-39,4449
2013,PE,female,40-44,2822
2013,PE,female,45-49,2021
2013,PE,female,50-54,1214
2013,PE,female,55-59,610
2013,PE,female,60-64,340
2013,PE,female,65+,397
2013,PE,female,<15,17
2013,PE,female,unknown,7
2013,PE,male,15,4
2013,PE,male,16,48
2013,PE,male,17,134
2013,PE,male,18,558
2013,PE,male,19,899
2013,PE,male,20-24,9849
2013,PE,male,25-29,11750
2013,PE,male,30-34,8703
2013,PE,male,35-39,5245
2013,PE,male,40-44,3416
2013,PE,male,45-49,2310
2013,PE,male,50-54,1588
2013,PE,male,55-59,1128
2013,PE,male,60-64,822
2013,PE,male,65+,1414
2013,PE,male,<15,8
2013,PE,male,unknown,6
2013,PI,female,15,29
2013,PI,female,16,418
2013,PI,female,17,452
2013,PI,female,18,574
2013,PI,female,19,557
2013,PI,female,20-24,3032
2013,PI,female,25-29,3053
2013,PI,female,30-34,2013
2013,PI,female,35-39,1209
2013,PI,female,40-44,778
2013,PI,female,45-49,556
2013,PI,female,50-54,325
2013,PI,female,55-59,159
2013,PI,female,60-64,88
2013,PI,female,65+,99
2013,PI,female,<15,9
2013,PI,female,unknown,2
2013,PI,male,15,0
2013,PI,male,16,16
2013,PI,male,17,37
2013,PI,male,18,169
2013,PI,male,19,274
2013,PI,male,20-24,2643
2013,PI,male,25-29,3435
2013,PI,male,30-34,2377
2013,PI,male,35-39,1455
2013,PI,male,40-44,975
2013,PI,male,45-49,643
2013,PI,male,50-54,502
2013,PI,male,55-59,299
2013,PI,male,60-64,189
2013,PI,male,65+,336
2013,PI,male,<15,3
2013,PI,male,unknown,0
2013,PR,female,15,97
2013,PR,female,16,1540
2013,PR,female,17,1956
2013,PR,female,18,2755
2013,PR,female,19,2857
2013,PR,female,20-24,15850
2013,PR,female,25-29,14142
2013,PR,female,30-34,8865
2013,PR,female,35-39,4899
2013,PR,female,40-44,2973
2013,PR,female,45-49,2040
2013,PR,female,50-54,1306
2013,PR,female,55-59,728
2013,PR,female,60-64,375
2013,PR,female,65+,339
2013,PR,female,<15,76
2013,PR,female,unknown,25
2013,PR,male,15,8
2013,PR,male,16,62
2013,PR,male,17,255
2013,PR,male,18,923
2013,PR,male,19,1468
2013,PR,male,20-24,13472
2013,PR,male,25-29,16209
2013,PR,male,30-34,11191
2013,PR,male,35-39,6165
2013,PR,male,40-44,3720
2013,PR,male,45-49,2538
2013,PR,male,50-54,1611
2013,PR,male,55-59,1207
2013,PR,male,60-64,796
2013,PR,male,65+,1171
2013,PR,male,<15,3
2013,PR,male,unknown,24
2013,RJ,female,15,24
2013,RJ,female,16,534
2013,RJ,female,17,882
2013,RJ,female,18,1975
2013,RJ,female,19,2772
2013,RJ,female,20-24,19358
2013,RJ,female,25-29,21355
2013,RJ,female,30-34,16026
2013,RJ,female,35-39,8921
2013,RJ,female,40-44,5820
2013,RJ,female,45-49,4067
2013,RJ,female,50-54,2724
2013,RJ,female,55-59,1691
2013,RJ,female,60-64,872
2013,RJ,female,65+,776
2013,RJ,female,<15,15
2013,RJ,female,unknown,13
2013,RJ,male,15,6
2013,RJ,male,16,16
2013,RJ,male,17,62
2013,RJ,male,18,347
2013,RJ,male,19,866
2013,RJ,male,20-24,13834
2013,RJ,male,25-29,22044
2013,RJ,male,30-34,18285
2013,RJ,male,35-39,10752
2013,RJ,male,40-44,6700
2013,RJ,male,45-49,4919
2013,RJ,male,50-54,3512
2013,RJ,male,55-59,2522
2013,RJ,male,60-64,1709
2013,RJ,male,65+,2240
2013,RJ,male,<15,2
2013,RJ,male,unknown,9
2013,RN,female,15,6
2013,RN,female,16,256
2013,RN,female,17,316
2013,RN,female,18,624
2013,RN,female,19,590
2013,RN,female,20-24,3464
2013,RN,female,25-29,3550
2013,RN,female,30-34,2342
2013,RN,female,35-39,1219
2013,RN,female,40-44,797
2013,RN,female,45-49,505
2013,RN,female,50-54,279
2013,RN,female,55-59,130
2013,RN,female,60-64,82
2013,RN,female,65+,114
2013,RN,female,<15,5
2013,RN,female,unknown,2
2013,RN,male,15,1
2013,RN,male,16,17
2013,RN,male,17,37
2013,RN,male,18,129
2013,RN,male,19,287
2013,RN,male,20-24,2863
2013,RN,male,25-29,3889
2013,RN,male,30-34,2785
2013,RN,male,35-39,1511
2013,RN,male,40-44,919
2013,RN,male,45-49,677
2013,RN,male,50-54,438
2013,RN,male,55-59,255
2013,RN,male,60-64,169
2013,RN,male,65+,301
2013,RN,male,<15,0
2013,RN,male,unknown,3
2013,RO,female,15,18
2013,RO,female,16,512
2013,RO,female,17,544
2013,RO,female,18,793
2013,RO,female,19,726
2013,RO,female,20-24,3088
2013,RO,female,25-29,2356
2013,RO,female,30-34,1787
2013,RO,female,35-39,1234
2013,RO,female,40-44,753
2013,RO,female,45-49,553
2013,RO,female,50-54,325
2013,RO,female,55-59,172
2013,RO,female,60-64,111
2013,RO,female,65+,87
2013,RO,female,<15,12
2013,RO,female,unknown,1
2013,RO,male,15,2
2013,RO,male,16,7
2013,RO,male,17,37
2013,RO,male,18,192
2013,RO,male,19,370
2013,RO,male,20-24,2935
2013,RO,male,25-29,2933
2013,RO,male,30-34,2143
2013,RO,male,35-39,1376
2013,RO,male,40-44,1005
2013,RO,male,45-49,745
2013,RO,male,50-54,477
2013,RO,male,55-59,347
2013,RO,male,60-64,197
2013,RO,male,65+,305
2013,RO,male,<15,0
2013,RO,male,unknown,1
2013,RR,female,15,0
2013,RR,female,16,49
2013,RR,female,17,60
2013,RR,female,18,103
2013,RR,female,19,119
2013,RR,female,20-24,581
2013,RR,female,25-29,531
2013,RR,female,30-34,421
2013,RR,female,35-39,285
2013,RR,female,40-44,172
2013,RR,female,45-49,111
2013,RR,female,50-54,59
2013,RR,female,55-59,32
2013,RR,female,60-64,20
2013,RR,female,65+,22
2013,RR,female,<15,1
2013,RR,female,unknown,1
2013,RR,male,15,0
2013,RR,male,16,1
2013,RR,male,17,4
2013,RR,male,18,25
2013,RR,male,19,45
2013,RR,male,20-24,495
2013,RR,male,25-29,580
2013,RR,male,30-34,453
2013,RR,male,35-39,293
2013,RR,male,40-44,228
2013,RR,male,45-49,152
2013,RR,male,50-54,105
2013,RR,male,55-59,82
2013,RR,male,60-64,41
2013,RR,male,65+,63
2013,RR,male,<15,0
2013,RR,male,unknown,0
2013,RS,female,15,16
2013,RS,female,16,850
2013,RS,female,17,925
2013,RS,female,18,1654
2013,RS,female,19,1557
2013,RS,female,20-24,8961
2013,RS,female,25-29,9584
2013,RS,female,30-34,7243
2013,RS,female,35-39,3753
2013,RS,female,40-44,2349
2013,RS,female,45-49,1740
2013,RS,female,50-54,1135
2013,RS,female,55-59,670
2013,RS,female,60-64,356
2013,RS,female,65+,304
2013,RS,female,<15,3
2013,RS,female,unknown,1
2013,RS,male,15,0
2013,RS,male,16,27
2013,RS,male,17,120
2013,RS,male,18,483
2013,RS,male,19,718
2013,RS,male,20-24,7444
2013,RS,male,25-29,9840
2013,RS,male,30-34,8650
2013,RS,male,35-39,4681
2013,RS,male,40-44,2968
2013,RS,male,45-49,2122
2013,RS,male,50-54,1442
2013,RS,male,55-59,957
2013,RS,male,60-64,720
2013,RS,male,65+,926
2013,RS,male,<15,1
2013,RS,male,unknown,2
2013,SC,female,15,10
2013,SC,female,16,540
2013,SC,female,17,718
2013,SC,female,18,1276
2013,SC,female,19,1383
2013,SC,female,20-24,7992
2013,SC,female,25-29,7788
2013,SC,female,30-34,5055
2013,SC,female,35-39,2543
2013,SC,female,40-44,1482
2013,SC,female,45-49,1037
2013,SC,female,50-54,689
2013,SC,female,55-59,337
2013,SC,female,60-64,167
2013,SC,female,65+,124
2013,SC,female,<15,1
2013,SC,female,unknown,9
2013,SC,male,15,0
2013,SC,male,16,17
2013,SC,male,17,88
2013,SC,male,18,326
2013,SC,male,19,635
2013,SC,male,20-24,6284
2013,SC,male,25-29,8519
2013,SC,male,30-34,6360
2013,SC,male,35-39,3351
2013,SC,male,40-44,1948
2013,SC,male,45-49,1333
2013,SC,male,50-54,910
2013,SC,male,55-59,529
2013,SC,male,60-64,388
2013,SC,male,65+,455
2013,SC,male,<15,0
2013,SC,male,unknown,8
2013,SE,female,15,10
2013,SE,female,16,133
2013,SE,female,17,183
2013,SE,female,18,237
2013,SE,female,19,335
2013,SE,female,20-24,1957
2013,SE,female,25-29,2064
2013,SE,female,30-34,1325
2013,SE,female,35-39,738
2013,SE,female,40-44,482
2013,SE,female,45-49,346
2013,SE,female,50-54,169
2013,SE,female,55-59,73
2013,SE,female,60-64,55
2013,SE,female,65+,45
2013,SE,female,<15,5
2013,SE,female,unknown,0
2013,SE,male,15,2
2013,SE,male,16,5
2013,SE,male,17,16
2013,SE,male,18,79
2013,SE,male,19,125
2013,SE,male,20-24,1498
2013,SE,male,25-29,2166
2013,SE,male,30-34,1624
2013,SE,male,35-39,935
2013,SE,male,40-44,575
2013,SE,male,45-49,359
2013,SE,male,50-54,272
2013,SE,male,55-59,176
2013,SE,male,60-64,145
2013,SE,male,65+,178
2013,SE,male,<15,2
2013,SE,male,unknown,0
2013,SP,female,15,62
2013,SP,female,16,3239
2013,SP,female,17,4216
2013,SP,female,18,8614
2013,SP,female,19,9711
2013,SP,female,20-24,62795
2013,SP,female,25-29,71885
2013,SP,female,30-34,50967
2013,SP,female,35-39,26693
2013,SP,female,40-44,15780
2013,SP,female,45-49,10471
2013,SP,female,50-54,6798
2013,SP,female,55-59,3687
2013,SP,female,60-64,1880
2013,SP,female,65+,1467
2013,SP,female,<15,24
2013,SP,female,unknown,83
2013,SP,male,15,2
2013,SP,male,16,121
2013,SP,male,17,410
2013,SP,male,18,2113
2013,SP,male,19,4102
2013,SP,male,20-24,49130
2013,SP,male,25-29,74904
2013,SP,male,30-34,59864
2013,SP,male,35-39,32521
2013,SP,male,40-44,19373
2013,SP,male,45-49,12784
2013,SP,male,50-54,8642
2013,SP,male,55-59,5805
2013,SP,male,60-64,3741
2013,SP,male,65+,4793
2013,SP,male,<15,0
2013,SP,male,unknown,67
2013,TO,female,15,10
2013,TO,female,16,227
2013,TO,female,17,260
2013,TO,female,18,392
2013,TO,female,19,359
2013,TO,female,20-24,1758
2013,TO,female,25-29,1526
2013,TO,female,30-34,1131
2013,TO,female,35-39,674
2013,TO,female,40-44,354
2013,TO,female,45-49,295
2013,TO,female,50-54,170
2013,TO,female,55-59,93
2013,TO,female,60-64,57
2013,TO,female,65+,45
2013,TO,female,<15,2
2013,TO,female,unknown,0
2013,TO,male,15,0
2013,TO,male,16,7
2013,TO,male,17,13
2013,TO,male,18,85
2013,TO,male,19,147
2013,TO,male,20-24,1505
2013,TO,male,25-29,1797
2013,TO,male,30-34,1341
2013,TO,male,35-39,840
2013,TO,male,40-44,520
2013,TO,male,45-49,362
2013,TO,male,50-54,251
2013,TO,male,55-59,166
2013,TO,male,60-64,127
2013,TO,male,65+,190
2013,TO,male,<15,2
2013,TO,male,unknown,0
2014,AC,female,15,5
2014,AC,female,16,82
2014,AC,female,17,99
2014,AC,female,18,173
2014,AC,female,19,162
2014,AC,female,20-24,848
2014,AC,female,25-29,819
2014,AC,female,30-34,578
2014,AC,female,35-39,387
2014,AC,female,40-44,237
2014,AC,female,45-49,155
2014,AC,female,50-54,106
2014,AC,female,55-59,50
2014,AC,female,60-64,22
2014,AC,female,65+,26
2014,AC,female,<15,1
2014,AC,female,unknown,3
2014,AC,male,15,0
2014,AC,male,16,6
2014,AC,male,17,13
2014,AC,male,18,31
2014,AC,male,19,66
2014,AC,male,20-24,680
2014,AC,male,25-29,868
2014,AC,male,30-34,728
2014,AC,male,35-39,464
2014,AC,male,40-44,318
2014,AC,male,45-49,219
2014,AC,male,50-54,119
2014,AC,male,55-59,94
2014,AC,male,60-64,65
2014,AC,male,65+,79
2014,AC,male,<15,0
2014,AC,male,unknown,3
2014,AL,female,15,41
2014,AL,female,16,602
2014,AL,female,17,703
2014,AL,female,18,997
2014,AL,female,19,949
2014,AL,female,20-24,4190
2014,AL,female,25-29,3766
2014,AL,female,30-34,2400
2014,AL,female,35-39,1521
2014,AL,female,40-44,889
2014,AL,female,45-49,680
2014,AL,female,50-54,374
2014,AL,female,55-59,175
2014,AL,female,60-64,111
2014,AL,female,65+,107
2014,AL,female,<15,25
2014,AL,female,unknown,2
2014,AL,male,15,1
2014,AL,male,16,32
2014,AL,male,17,107
2014,AL,male,18,314
2014,AL,male,19,513
2014,AL,male,20-24,4019
2014,AL,male,25-29,4378
2014,AL,male,30-34,2848
2014,AL,male,35-39,1781
2014,AL,male,40-44,1123
2014,AL,male,45-49,811
2014,AL,male,50-54,519
2014,AL,male,55-59,392
2014,AL,male,60-64,289
2014,AL,male,65+,402
2014,AL,male,<15,1
2014,AL,male,unknown,2
2014,AM,female,15,22
2014,AM,female,16,229
2014,AM,female,17,314
2014,AM,female,18,559
2014,AM,female,19,645
2014,AM,female,20-24,3950
2014,AM,female,25-29,3885
2014,AM,female,30-34,3161
2014,AM,female,35-39,1943
2014,AM,female,40-44,1261
2014,AM,female,45-49,753
2014,AM,female,50-54,496
2014,AM,female,55-59,224
2014,AM,female,60-64,123
2014,AM,female,65+,93
2014,AM,female,<15,4
2014,AM,female,unknown,0
2014,AM,male,15,1
2014,AM,male,16,15
2014,AM,male,17,41
2014,AM,male,18,154
2014,AM,male,19,279
2014,AM,male,20-24,3135
2014,AM,male,25-29,4025
2014,AM,male,30-34,3401
2014,AM,male,35-39,2327
2014,AM,male,40-44,1476
2014,AM,male,45-49,1083
2014,AM,male,50-54,787
2014,AM,male,55-59,427
2014,AM,male,60-64,221
2014,AM,male,65+,290
2014,AM,male,<15,0
2014,AM,male,unknown,0
2014,AP,female,15,0
2014,AP,female,16,9
2014,AP,female,17,18
2014,AP,female,18,67
2014,AP,female,19,91
2014,AP,female,20-24,470
2014,AP,female,25-29,497
2014,AP,female,30-34,368
2014,AP,female,35-39,245
2014,AP,female,40-44,145
2014,AP,female,45-49,101
2014,AP,female,50-54,42
2014,AP,female,55-59,24
2014,AP,female,60-64,16
2014,AP,female,65+,13
2014,AP,female,<15,0
2014,AP,female,unknown,1
2014,AP,male,15,0
2014,AP,male,16,2
2014,AP,male,17,2
2014,AP,male,18,13
2014,AP,male,19,24
2014,AP,male,20-24,353
2014,AP,male,25-29,478
2014,AP,male,30-34,413
2014,AP,male,35-39,307
2014,AP,male,40-44,189
2014,AP,male,45-49,126
2014,AP,male,50-54,85
2014,AP,male,55-59,52
2014,AP,male,60-64,31
2014,AP,male,65+,32
2014,AP,male,<15,0
2014,AP,male,unknown,0
2014,BA,female,15,39
2014,BA,female,16,959
2014,BA,female,17,1347
2014,BA,female,18,2316
2014,BA,female,19,2507
2014,BA,female,20-24,13476
2014,BA,female,25-29,13413
2014,BA,female,30-34,10208
2014,BA,female,35-39,5871
2014,BA,female,40-44,3629
2014,BA,female,45-49,2419
2014,BA,female,50-54,1519
2014,BA,female,55-59,762
2014,BA,female,60-64,464
2014,BA,female,65+,463
2014,BA,female,<15,10
2014,BA,female,unknown,58
2014,BA,male,15,5
2014,BA,male,16,19
2014,BA,male,17,95
2014,BA,male,18,473
2014,BA,male,19,899
2014,BA,male,20-24,10562
2014,BA,male,25-29,14739
2014,BA,male,30-34,12028
2014,BA,male,35-39,7207
2014,BA,male,40-44,4461
2014,BA,male,45-49,3060
2014,BA,male,50-54,2133
2014,BA,male,55-59,1400
2014,BA,male,60-64,917
2014,BA,male,65+,1403
2014,BA,male,<15,2
2014,BA,male,unknown,57
2014,CE,female,15,29
2014,CE,female,16,1183
2014,CE,female,17,1412
2014,CE,female,18,2355
2014,CE,female,19,2479
2014,CE,female,20-24,11762
2014,CE,female,25-29,11270
2014,CE,female,30-34,7166
2014,CE,female,35-39,4323
2014,CE,female,40-44,2680
2014,CE,female,45-49,1635
2014,CE,female,50-54,1019
2014,CE,female,55-59,433
2014,CE,female,60-64,235
2014,CE,female,65+,223
2014,CE,female,<15,4
2014,CE,female,unknown,1
2014,CE,male,15,5
2014,CE,male,16,68
2014,CE,male,17,178
2014,CE,male,18,649
2014,CE,male,19,1196
2014,CE,male,20-24,10665
2014,CE,male,25-29,12345
2014,CE,male,30-34,8725
2014,CE,male,35-39,5100
2014,CE,male,40-44,3322
2014,CE,male,45-49,2165
2014,CE,male,50-54,1441
2014,CE,male,55-59,848
2014,CE,male,60-64,597
2014,CE,male,65+,902
2014,CE,male,<15,3
2014,CE,male,unknown,0
2014,DF,female,15,4
2014,DF,female,16,134
2014,DF,female,17,223
2014,DF,female,18,518
2014,DF,female,19,629
2014,DF,female,20-24,4170
2014,DF,female,25-29,4802
2014,DF,female,30-34,3610
2014,DF,female,35-39,2022
2014,DF,female,40-44,1041
2014,DF,female,45-49,600
2014,DF,female,50-54,348
2014,DF,female,55-59,149
2014,DF,female,60-64,75
2014,DF,female,65+,54
2014,DF,female,<15,0
2014,DF,female,unknown,0
2014,DF,male,15,0
2014,DF,male,16,9
2014,DF,male,17,15
2014,DF,male,18,121
2014,DF,male,19,255
2014,DF,male,20-24,3296
2014,DF,male,25-29,4830
2014,DF,male,30-34,4004
2014,DF,male,35-39,2329
2014,DF,male,40-44,1381
2014,DF,male,45-49,887
2014,DF,male,50-54,515
2014,DF,male,55-59,327
2014,DF,male,60-64,195
2014,DF,male,65+,215
2014,DF,male,<15,0
2014,DF,male,unknown,0
2014,ES,female,15,12
2014,ES,female,16,496
2014,ES,female,17,605
2014,ES,female,18,996
2014,ES,female,19,1149
2014,ES,female,20-24,6310
2014,ES,female,25-29,6301
2014,ES,female,30-34,4136
2014,ES,female,35-39,2396
2014,ES,female,40-44,1396
2014,ES,female,45-49,1022
2014,ES,female,50-54,653
2014,ES,female,55-59,351
2014,ES,female,60-64,205
2014,ES,female,65+,186
2014,ES,female,<15,2
2014,ES,female,unknown,3
2014,ES,male,15,1
2014,ES,male,16,5
2014,ES,male,17,62
2014,ES,male,18,209
2014,ES,male,19,441
2014,ES,male,20-24,5015
2014,ES,male,25-29,7201
2014,ES,male,30-34,5153
2014,ES,male,35-39,2846
2014,ES,male,40-44,1676
2014,ES,male,45-49,1206
2014,ES,male,50-54,859
2014,ES,male,55-59,629
2014,ES,male,60-64,370
2014,ES,male,65+,542
2014,ES,male,<15,1
2014,ES,male,unknown,3
2014,GO,female,15,17
2014,GO,female,16,1004
2014,GO,female,17,1182
2014,GO,female,18,2092
2014,GO,female,19,2131
2014,GO,female,20-24,10650
2014,GO,female,25-29,9582
2014,GO,female,30-34,6391
2014,GO,female,35-39,3873
2014,GO,female,40-44,2514
2014,GO,female,45-49,1725
2014,GO,female,50-54,995
2014,GO,female,55-59,535
2014,GO,female,60-64,289
2014,GO,female,65+,261
2014,GO,female,<15,9
2014,GO,female,unknown,14
2014,GO,male,15,0
2014,GO,male,16,37
2014,GO,male,17,105
2014,GO,male,18,554
2014,GO,male,19,919
2014,GO,male,20-24,9116
2014,GO,male,25-29,10868
2014,GO,male,30-34,7991
2014,GO,male,35-39,4852
2014,GO,male,40-44,2958
2014,GO,male,45-49,2086
2014,GO,male,50-54,1416
2014,GO,male,55-59,944
2014,GO,male,60-64,620
2014,GO,male,65+,786
2014,GO,male,<15,0
2014,GO,male,unknown,12
2014,MA,female,15,38
2014,MA,female,16,683
2014,MA,female,17,826
2014,MA,female,18,1128
2014,MA,female,19,1160
2014,MA,female,20-24,5572
2014,MA,female,25-29,5101
2014,MA,female,30-34,3577
2014,MA,female,35-39,2149
2014,MA,female,40-44,1396
2014,MA,female,45-49,863
2014,MA,female,50-54,546
2014,MA,female,55-59,293
2014,MA,female,60-64,196
2014,MA,female,65+,230
2014,MA,female,<15,12
2014,MA,female,unknown,11
2014,MA,male,15,8
2014,MA,male,16,31
2014,MA,male,17,86
2014,MA,male,18,335
2014,MA,male,19,549
2014,MA,male,20-24,4855
2014,MA,male,25-29,5773
2014,MA,male,30-34,4184
2014,MA,male,35-39,2637
2014,MA,male,40-44,1715
2014,MA,male,45-49,1084
2014,MA,male,50-54,831
2014,MA,male,55-59,548
2014,MA,male,60-64,439
2014,MA,male,65+,693
2014,MA,male,<15,2
2014,MA,male,unknown,11
2014,MG,female,15,53
2014,MG,female,16,2032
2014,MG,female,17,2691
2014,MG,female,18,4534
2014,MG,female,19,5014
2014,MG,female,20-24,28605
2014,MG,female,25-29,30055
2014,MG,female,30-34,20167
2014,MG,female,35-39,10090
2014,MG,female,40-44,5670
2014,MG,female,45-49,3854
2014,MG,female,50-54,2405
2014,MG,female,55-59,1376
2014,MG,female,60-64,765
2014,MG,female,65+,734
2014,MG,female,<15,12
2014,MG,female,unknown,0
2014,MG,male,15,9
2014,MG,male,16,62
2014,MG,male,17,190
2014,MG,male,18,925
2014,MG,male,19,1909
2014,MG,male,20-24,22201
2014,MG,male,25-29,32704
2014,MG,male,30-34,25443
2014,MG,male,35-39,13326
2014,MG,male,40-44,7269
2014,MG,male,45-49,4750
2014,MG,male,50-54,3223
2014,MG,male,55-59,2293
2014,MG,male,60-64,1566
2014,MG,male,65+,2184
2014,MG,male,<15,3
2014,MG,male,unknown,0
2014,MS,female,15,53
2014,MS,female,16,337
2014,MS,female,17,416
2014,MS,female,18,717
2014,MS,female,19,676
2014,MS,female,20-24,3621
2014,MS,female,25-29,3218
2014,MS,female,30-34,2285
2014,MS,female,35-39,1456
2014,MS,female,40-44,933
2014,MS,female,45-49,657
2014,MS,female,50-54,465
2014,MS,female,55-59,247
2014,MS,female,60-64,115
2014,MS,female,65+,85
