year,uf,sex,age_group,persons_married
2018,PR,female,<15,83
2018,PR,female,unknown,14
2018,PR,male,15,6
2018,PR,male,16,51
2018,PR,male,17,183
2018,PR,male,18,587
2018,PR,male,19,1041
2018,PR,male,20-24,11346
2018,PR,male,25-29,14338
2018,PR,male,30-34,10809
2018,PR,male,35-39,6970
2018,PR,male,40-44,4433
2018,PR,male,45-49,2989
2018,PR,male,50-54,2141
2018,PR,male,55-59,1355
2018,PR,male,60-64,955
2018,PR,male,65+,1169
2018,PR,male,<15,6
2018,PR,male,unknown,14
2018,RJ,female,15,10
2018,RJ,female,16,283
2018,RJ,female,17,530
2018,RJ,female,18,1581
2018,RJ,female,19,2426
2018,RJ,female,20-24,19219
2018,RJ,female,25-29,20201
2018,RJ,female,30-34,15623
2018,RJ,female,35-39,12161
2018,RJ,female,40-44,7779
2018,RJ,female,45-49,5495
2018,RJ,female,50-54,3672
2018,RJ,female,55-59,2257
2018,RJ,female,60-64,1278
2018,RJ,female,65+,855
2018,RJ,female,<15,4
2018,RJ,female,unknown,62
2018,RJ,male,15,0
2018,RJ,male,16,8
2018,RJ,male,17,51
2018,RJ,male,18,262
2018,RJ,male,19,730
2018,RJ,male,20-24,13833
2018,RJ,male,25-29,19975
2018,RJ,male,30-34,17352
2018,RJ,male,35-39,13457
2018,RJ,male,40-44,8796
2018,RJ,male,45-49,6306
2018,RJ,male,50-54,4551
2018,RJ,male,55-59,3194
2018,RJ,male,60-64,2217
2018,RJ,male,65+,2641
2018,RJ,male,<15,1
2018,RJ,male,unknown,62
2018,RN,female,15,0
2018,RN,female,16,145
2018,RN,female,17,192
2018,RN,female,18,461
2018,RN,female,19,523
2018,RN,female,20-24,3248
2018,RN,female,25-29,3242
2018,RN,female,30-34,2471
2018,RN,female,35-39,1632
2018,RN,female,40-44,1052
2018,RN,female,45-49,641
2018,RN,female,50-54,428
2018,RN,female,55-59,186
2018,RN,female,60-64,111
2018,RN,female,65+,112
2018,RN,female,<15,0
2018,RN,female,unknown,1
2018,RN,male,15,0
2018,RN,male,16,7
2018,RN,male,17,19
2018,RN,male,18,121
2018,RN,male,19,195
2018,RN,male,20-24,2646
2018,RN,male,25-29,3327
2018,RN,male,30-34,2812
2018,RN,male,35-39,1889
2018,RN,male,40-44,1178
2018,RN,male,45-49,775
2018,RN,male,50-54,557
2018,RN,male,55-59,351
2018,RN,male,60-64,218
2018,RN,male,65+,349
2018,RN,male,<15,0
2018,RN,male,unknown,1
2018,RO,female,15,10
2018,RO,female,16,423
2018,RO,female,17,428
2018,RO,female,18,677
2018,RO,female,19,671
2018,RO,female,20-24,2887
2018,RO,female,25-29,2310
2018,RO,female,30-34,1800
2018,RO,female,35-39,1498
2018,RO,female,40-44,1033
2018,RO,female,45-49,719
2018,RO,female,50-54,483
2018,RO,female,55-59,270
2018,RO,female,60-64,151
2018,RO,female,65+,136
2018,RO,female,<15,17
2018,RO,female,unknown,4
2018,RO,male,15,2
2018,RO,male,16,7
2018,RO,male,17,39
2018,RO,male,18,175
2018,RO,male,19,334
2018,RO,male,20-24,2813
2018,RO,male,25-29,2718
2018,RO,male,30-34,2068
2018,RO,male,35-39,1641
2018,RO,male,40-44,1131
2018,RO,male,45-49,860
2018,RO,male,50-54,664
2018,RO,male,55-59,414
2018,RO,male,60-64,287
2018,RO,male,65+,360
2018,RO,male,<15,0
2018,RO,male,unknown,4
2018,RR,female,15,0
2018,RR,female,16,27
2018,RR,female,17,28
2018,RR,female,18,87
2018,RR,female,19,80
2018,RR,female,20-24,480
2018,RR,female,25-29,366
2018,RR,female,30-34,310
2018,RR,female,35-39,240
2018,RR,female,40-44,155
2018,RR,female,45-49,115
2018,RR,female,50-54,69
2018,RR,female,55-59,26
2018,RR,female,60-64,18
2018,RR,female,65+,14
2018,RR,female,<15,0
2018,RR,female,unknown,0
2018,RR,male,15,0
2018,RR,male,16,0
2018,RR,male,17,2
2018,RR,male,18,23
2018,RR,male,19,33
2018,RR,male,20-24,400
2018,RR,male,25-29,403
2018,RR,male,30-34,356
2018,RR,male,35-39,258
2018,RR,male,40-44,190
2018,RR,male,45-49,115
2018,RR,male,50-54,90
2018,RR,male,55-59,61
2018,RR,male,60-64,43
2018,RR,male,65+,41
2018,RR,male,<15,0
2018,RR,male,unknown,0
2018,RS,female,15,3
2018,RS,female,16,400
2018,RS,female,17,509
2018,RS,female,18,1016
2018,RS,female,19,1155
2018,RS,female,20-24,6856
2018,RS,female,25-29,8074
2018,RS,female,30-34,6818
2018,RS,female,35-39,4715
2018,RS,female,40-44,2887
2018,RS,female,45-49,1961
2018,RS,female,50-54,1422
2018,RS,female,55-59,904
2018,RS,female,60-64,425
2018,RS,female,65+,372
2018,RS,female,<15,0
2018,RS,female,unknown,30
2018,RS,male,15,0
2018,RS,male,16,24
2018,RS,male,17,57
2018,RS,male,18,317
2018,RS,male,19,553
2018,RS,male,20-24,5414
2018,RS,male,25-29,7634
2018,RS,male,30-34,7439
2018,RS,male,35-39,5534
2018,RS,male,40-44,3368
2018,RS,male,45-49,2367
2018,RS,male,50-54,1737
2018,RS,male,55-59,1192
2018,RS,male,60-64,848
2018,RS,male,65+,1040
2018,RS,male,<15,0
2018,RS,male,unknown,23
2018,SC,female,15,4
2018,SC,female,16,292
2018,SC,female,17,418
2018,SC,female,18,987
2018,SC,female,19,1117
2018,SC,female,20-24,7027
2018,SC,female,25-29,7743
2018,SC,female,30-34,5643
2018,SC,female,35-39,3609
2018,SC,female,40-44,2079
2018,SC,female,45-49,1421
2018,SC,female,50-54,925
2018,SC,female,55-59,514
2018,SC,female,60-64,288
2018,SC,female,65+,274
2018,SC,female,<15,2
2018,SC,female,unknown,43
2018,SC,male,15,0
2018,SC,male,16,6
2018,SC,male,17,45
2018,SC,male,18,231
2018,SC,male,19,479
2018,SC,male,20-24,5373
2018,SC,male,25-29,7809
2018,SC,male,30-34,6421
2018,SC,male,35-39,4485
2018,SC,male,40-44,2637
2018,SC,male,45-49,1772
2018,SC,male,50-54,1221
2018,SC,male,55-59,769
2018,SC,male,60-64,477
2018,SC,male,65+,618
2018,SC,male,<15,0
2018,SC,male,unknown,43
2018,SE,female,15,4
2018,SE,female,16,75
2018,SE,female,17,96
2018,SE,female,18,187
2018,SE,female,19,255
2018,SE,female,20-24,1555
2018,SE,female,25-29,1758
2018,SE,female,30-34,1397
2018,SE,female,35-39,951
2018,SE,female,40-44,528
2018,SE,female,45-49,357
2018,SE,female,50-54,226
2018,SE,female,55-59,107
2018,SE,female,60-64,42
2018,SE,female,65+,41
2018,SE,female,<15,0
2018,SE,female,unknown,1
2018,SE,male,15,0
2018,SE,male,16,3
2018,SE,male,17,8
2018,SE,male,18,65
2018,SE,male,19,87
2018,SE,male,20-24,1207
2018,SE,male,25-29,1691
2018,SE,male,30-34,1566
2018,SE,male,35-39,1026
2018,SE,male,40-44,679
2018,SE,male,45-49,458
2018,SE,male,50-54,295
2018,SE,male,55-59,203
2018,SE,male,60-64,132
2018,SE,male,65+,159
2018,SE,male,<15,0
2018,SE,male,unknown,1
2018,SP,female,15,18
2018,SP,female,16,1622
2018,SP,female,17,2546
2018,SP,female,18,6364
2018,SP,female,19,7824
2018,SP,female,20-24,56076
2018,SP,female,25-29,63882
2018,SP,female,30-34,49898
2018,SP,female,35-39,34157
2018,SP,female,40-44,20887
2018,SP,female,45-49,14107
2018,SP,female,50-54,8942
2018,SP,female,55-59,4946
2018,SP,female,60-64,2631
2018,SP,female,65+,1873
2018,SP,female,<15,2
2018,SP,female,unknown,24
2018,SP,male,15,0
2018,SP,male,16,81
2018,SP,male,17,296
2018,SP,male,18,1560
2018,SP,male,19,3225
2018,SP,male,20-24,42601
2018,SP,male,25-29,63532
2018,SP,male,30-34,56836
2018,SP,male,35-39,39063
2018,SP,male,40-44,23976
2018,SP,male,45-49,15707
2018,SP,male,50-54,11148
2018,SP,male,55-59,7270
2018,SP,male,60-64,4828
2018,SP,male,65+,5650
2018,SP,male,<15,0
2018,SP,male,unknown,26
2018,TO,female,15,2
2018,TO,female,16,114
2018,TO,female,17,133
2018,TO,female,18,242
2018,TO,female,19,278
2018,TO,female,20-24,1510
2018,TO,female,25-29,1319
2018,TO,female,30-34,1064
2018,TO,female,35-39,741
2018,TO,female,40-44,509
2018,TO,female,45-49,316
2018,TO,female,50-54,221
2018,TO,female,55-59,113
2018,TO,female,60-64,72
2018,TO,female,65+,60
2018,TO,female,<15,5
2018,TO,female,unknown,0
2018,TO,male,15,0
2018,TO,male,16,0
2018,TO,male,17,15
2018,TO,male,18,51
2018,TO,male,19,115
2018,TO,male,20-24,1184
2018,TO,male,25-29,1433
2018,TO,male,30-34,1149
2018,TO,male,35-39,860
2018,TO,male,40-44,633
2018,TO,male,45-49,412
2018,TO,male,50-54,306
2018,TO,male,55-59,210
2018,TO,male,60-64,143
2018,TO,male,65+,187
2018,TO,male,<15,1
2018,TO,male,unknown,0
2019,AC,female,15,0
2019,AC,female,16,69
2019,AC,female,17,96
2019,AC,female,18,180
2019,AC,female,19,207
2019,AC,female,20-24,1017
2019,AC,female,25-29,839
2019,AC,female,30-34,620
2019,AC,female,35-39,482
2019,AC,female,40-44,354
2019,AC,female,45-49,222
2019,AC,female,50-54,165
2019,AC,female,55-59,72
2019,AC,female,60-64,49
2019,AC,female,65+,36
2019,AC,female,<15,0
2019,AC,female,unknown,8
2019,AC,male,15,0
2019,AC,male,16,4
2019,AC,male,17,14
2019,AC,male,18,44
2019,AC,male,19,83
2019,AC,male,20-24,885
2019,AC,male,25-29,855
2019,AC,male,30-34,668
2019,AC,male,35-39,632
2019,AC,male,40-44,414
2019,AC,male,45-49,278
2019,AC,male,50-54,200
2019,AC,male,55-59,120
2019,AC,male,60-64,106
2019,AC,male,65+,106
2019,AC,male,<15,0
2019,AC,male,unknown,7
2019,AL,female,15,2
2019,AL,female,16,247
2019,AL,female,17,313
2019,AL,female,18,558
2019,AL,female,19,627
2019,AL,female,20-24,3739
2019,AL,female,25-29,2931
2019,AL,female,30-34,2323
2019,AL,female,35-39,1597
2019,AL,female,40-44,1071
2019,AL,female,45-49,757
2019,AL,female,50-54,457
2019,AL,female,55-59,259
2019,AL,female,60-64,111
2019,AL,female,65+,103
2019,AL,female,<15,1
2019,AL,female,unknown,0
2019,AL,male,15,0
2019,AL,male,16,11
2019,AL,male,17,48
2019,AL,male,18,165
2019,AL,male,19,296
2019,AL,male,20-24,3103
2019,AL,male,25-29,3346
2019,AL,male,30-34,2530
2019,AL,male,35-39,1721
2019,AL,male,40-44,1247
2019,AL,male,45-49,908
2019,AL,male,50-54,615
2019,AL,male,55-59,426
2019,AL,male,60-64,283
2019,AL,male,65+,397
2019,AL,male,<15,0
2019,AL,male,unknown,0
2019,AM,female,15,4
2019,AM,female,16,83
2019,AM,female,17,158
2019,AM,female,18,390
2019,AM,female,19,522
2019,AM,female,20-24,3312
2019,AM,female,25-29,3150
2019,AM,female,30-34,2735
2019,AM,female,35-39,2030
2019,AM,female,40-44,1400
2019,AM,female,45-49,872
2019,AM,female,50-54,518
2019,AM,female,55-59,301
2019,AM,female,60-64,136
2019,AM,female,65+,133
2019,AM,female,<15,3
2019,AM,female,unknown,0
2019,AM,male,15,0
2019,AM,male,16,6
2019,AM,male,17,19
2019,AM,male,18,97
2019,AM,male,19,177
2019,AM,male,20-24,2506
2019,AM,male,25-29,3220
2019,AM,male,30-34,2855
2019,AM,male,35-39,2287
2019,AM,male,40-44,1631
2019,AM,male,45-49,1034
2019,AM,male,50-54,744
2019,AM,male,55-59,498
2019,AM,male,60-64,323
2019,AM,male,65+,350
2019,AM,male,<15,0
2019,AM,male,unknown,0
2019,AP,female,15,1
2019,AP,female,16,14
2019,AP,female,17,21
2019,AP,female,18,69
2019,AP,female,19,66
2019,AP,female,20-24,541
2019,AP,female,25-29,556
2019,AP,female,30-34,483
2019,AP,female,35-39,373
2019,AP,female,40-44,267
2019,AP,female,45-49,170
2019,AP,female,50-54,133
2019,AP,female,55-59,38
2019,AP,female,60-64,35
2019,AP,female,65+,22
2019,AP,female,<15,0
2019,AP,female,unknown,0
2019,AP,male,15,0
2019,AP,male,16,3
2019,AP,male,17,2
2019,AP,male,18,9
2019,AP,male,19,32
2019,AP,male,20-24,374
2019,AP,male,25-29,556
2019,AP,male,30-34,528
2019,AP,male,35-39,404
2019,AP,male,40-44,291
2019,AP,male,45-49,220
2019,AP,male,50-54,165
2019,AP,male,55-59,88
2019,AP,male,60-64,65
2019,AP,male,65+,52
2019,AP,male,<15,0
2019,AP,male,unknown,0
2019,BA,female,15,4
2019,BA,female,16,492
2019,BA,female,17,871
2019,BA,female,18,1874
2019,BA,female,19,2304
2019,BA,female,20-24,13540
2019,BA,female,25-29,13025
2019,BA,female,30-34,11247
2019,BA,female,35-39,8484
2019,BA,female,40-44,5596
2019,BA,female,45-49,3664
2019,BA,female,50-54,2518
2019,BA,female,55-59,1350
2019,BA,female,60-64,695
2019,BA,female,65+,565
2019,BA,female,<15,0
2019,BA,female,unknown,3
2019,BA,male,15,0
2019,BA,male,16,15
2019,BA,male,17,76
2019,BA,male,18,404
2019,BA,male,19,826
2019,BA,male,20-24,10436
2019,BA,male,25-29,13202
2019,BA,male,30-34,12206
2019,BA,male,35-39,9674
2019,BA,male,40-44,6457
2019,BA,male,45-49,4419
2019,BA,male,50-54,3079
2019,BA,male,55-59,2160
2019,BA,male,60-64,1412
2019,BA,male,65+,1863
2019,BA,male,<15,0
2019,BA,male,unknown,3
2019,CE,female,15,3
2019,CE,female,16,385
2019,CE,female,17,553
2019,CE,female,18,1094
2019,CE,female,19,1357
2019,CE,female,20-24,8664
2019,CE,female,25-29,8017
2019,CE,female,30-34,5996
2019,CE,female,35-39,3958
2019,CE,female,40-44,2483
2019,CE,female,45-49,1706
2019,CE,female,50-54,963
2019,CE,female,55-59,499
2019,CE,female,60-64,234
2019,CE,female,65+,197
2019,CE,female,<15,3
2019,CE,female,unknown,11
2019,CE,male,15,0
2019,CE,male,16,21
2019,CE,male,17,76
2019,CE,male,18,287
2019,CE,male,19,553
2019,CE,male,20-24,7040
2019,CE,male,25-29,8448
2019,CE,male,30-34,6832
2019,CE,male,35-39,4484
2019,CE,male,40-44,2955
2019,CE,male,45-49,1979
2019,CE,male,50-54,1344
2019,CE,male,55-59,863
2019,CE,male,60-64,525
2019,CE,male,65+,707
2019,CE,male,<15,0
2019,CE,male,unknown,9
2019,DF,female,15,0
2019,DF,female,16,84
2019,DF,female,17,109
2019,DF,female,18,425
2019,DF,female,19,580
2019,DF,female,20-24,4028
2019,DF,female,25-29,4614
2019,DF,female,30-34,3704
2019,DF,female,35-39,2653
2019,DF,female,40-44,1727
2019,DF,female,45-49,1024
2019,DF,female,50-54,639
2019,DF,female,55-59,298
2019,DF,female,60-64,148
2019,DF,female,65+,97
2019,DF,female,<15,0
2019,DF,female,unknown,0
2019,DF,male,15,0
2019,DF,male,16,5
2019,DF,male,17,24
2019,DF,male,18,87
2019,DF,male,19,220
2019,DF,male,20-24,3046
2019,DF,male,25-29,4575
2019,DF,male,30-34,3874
2019,DF,male,35-39,2944
2019,DF,male,40-44,1940
2019,DF,male,45-49,1287
2019,DF,male,50-54,926
2019,DF,male,55-59,531
2019,DF,male,60-64,332
2019,DF,male,65+,339
2019,DF,male,<15,0
2019,DF,male,unknown,0
2019,ES,female,15,0
2019,ES,female,16,211
2019,ES,female,17,303
2019,ES,female,18,668
2019,ES,female,19,840
2019,ES,female,20-24,5285
2019,ES,female,25-29,5139
2019,ES,female,30-34,3882
2019,ES,female,35-39,2602
2019,ES,female,40-44,1715
2019,ES,female,45-49,1234
2019,ES,female,50-54,798
2019,ES,female,55-59,520
2019,ES,female,60-64,276
2019,ES,female,65+,254
2019,ES,female,<15,0
2019,ES,female,unknown,0
2019,ES,male,15,0
2019,ES,male,16,3
2019,ES,male,17,17
2019,ES,male,18,136
2019,ES,male,19,291
2019,ES,male,20-24,3927
2019,ES,male,25-29,5423
2019,ES,male,30-34,4649
2019,ES,male,35-39,3092
2019,ES,male,40-44,2026
2019,ES,male,45-49,1294
2019,ES,male,50-54,1021
2019,ES,male,55-59,680
2019,ES,male,60-64,523
2019,ES,male,65+,645
2019,ES,male,<15,0
2019,ES,male,unknown,0
2019,GO,female,15,3
2019,GO,female,16,442
2019,GO,female,17,587
2019,GO,female,18,1146
2019,GO,female,19,1380
2019,GO,female,20-24,8379
2019,GO,female,25-29,7781
2019,GO,female,30-34,5721
2019,GO,female,35-39,4184
2019,GO,female,40-44,2939
2019,GO,female,45-49,1951
2019,GO,female,50-54,1308
2019,GO,female,55-59,716
2019,GO,female,60-64,380
2019,GO,female,65+,315
2019,GO,female,<15,0
2019,GO,female,unknown,2
2019,GO,male,15,1
2019,GO,male,16,10
2019,GO,male,17,60
2019,GO,male,18,273
2019,GO,male,19,611
2019,GO,male,20-24,6621
2019,GO,male,25-29,8324
2019,GO,male,30-34,6694
2019,GO,male,35-39,4765
2019,GO,male,40-44,3276
2019,GO,male,45-49,2303
2019,GO,male,50-54,1645
2019,GO,male,55-59,1085
2019,GO,male,60-64,693
2019,GO,male,65+,870
2019,GO,male,<15,1
2019,GO,male,unknown,2
2019,MA,female,15,9
2019,MA,female,16,323
2019,MA,female,17,459
2019,MA,female,18,813
2019,MA,female,19,938
2019,MA,female,20-24,4775
2019,MA,female,25-29,4196
2019,MA,female,30-34,3592
2019,MA,female,35-39,2529
2019,MA,female,40-44,1640
2019,MA,female,45-49,1059
2019,MA,female,50-54,673
2019,MA,female,55-59,381
2019,MA,female,60-64,221
2019,MA,female,65+,194
2019,MA,female,<15,9
2019,MA,female,unknown,37
2019,MA,male,15,1
2019,MA,male,16,12
2019,MA,male,17,62
2019,MA,male,18,198
2019,MA,male,19,402
2019,MA,male,20-24,3871
2019,MA,male,25-29,4437
2019,MA,male,30-34,3947
2019,MA,male,35-39,2985
2019,MA,male,40-44,1933
2019,MA,male,45-49,1318
2019,MA,male,50-54,930
2019,MA,male,55-59,605
2019,MA,male,60-64,437
2019,MA,male,65+,674
2019,MA,male,<15,0
2019,MA,male,unknown,36
2019,MG,female,15,10
2019,MG,female,16,948
2019,MG,female,17,1336
2019,MG,female,18,2887
2019,MG,female,19,3574
2019,MG,female,20-24,22963
2019,MG,female,25-29,24943
2019,MG,female,30-34,18094
2019,MG,female,35-39,11379
2019,MG,female,40-44,7123
2019,MG,female,45-49,4631
2019,MG,female,50-54,3116
2019,MG,female,55-59,1808
2019,MG,female,60-64,956
2019,MG,female,65+,798
2019,MG,female,<15,2
2019,MG,female,unknown,4
2019,MG,male,15,0
2019,MG,male,16,24
2019,MG,male,17,114
2019,MG,male,18,565
2019,MG,male,19,1267
2019,MG,male,20-24,17097
2019,MG,male,25-29,25188
2019,MG,male,30-34,21462
2019,MG,male,35-39,14113
2019,MG,male,40-44,8459
2019,MG,male,45-49,5440
2019,MG,male,50-54,3841
2019,MG,male,55-59,2717
2019,MG,male,60-64,1899
2019,MG,male,65+,2381
2019,MG,male,<15,1
2019,MG,male,unknown,4
2019,MS,female,15,36
2019,MS,female,16,188
2019,MS,female,17,218
2019,MS,female,18,461
2019,MS,female,19,546
2019,MS,female,20-24,3328
2019,MS,female,25-29,3155
2019,MS,female,30-34,2393
2019,MS,female,35-39,1780
2019,MS,female,40-44,1255
2019,MS,female,45-49,842
2019,MS,female,50-54,607
2019,MS,female,55-59,316
2019,MS,female,60-64,189
2019,MS,female,65+,133
2019,MS,female,<15,29
2019,MS,female,unknown,1
2019,MS,male,15,11
2019,MS,male,16,23
2019,MS,male,17,57
2019,MS,male,18,140
2019,MS,male,19,255
2019,MS,male,20-24,2743
2019,MS,male,25-29,3245
2019,MS,male,30-34,2627
2019,MS,male,35-39,2068
2019,MS,male,40-44,1381
2019,MS,male,45-49,1024
2019,MS,male,50-54,712
2019,MS,male,55-59,495
2019,MS,male,60-64,332
2019,MS,male,65+,360
2019,MS,male,<15,3
2019,MS,male,unknown,1
2019,MT,female,15,1
2019,MT,female,16,279
2019,MT,female,17,344
2019,MT,female,18,636
2019,MT,female,19,721
2019,MT,female,20-24,3987
2019,MT,female,25-29,4008
2019,MT,female,30-34,3181
2019,MT,female,35-39,2320
2019,MT,female,40-44,1658
2019,MT,female,45-49,1083
2019,MT,female,50-54,743
2019,MT,female,55-59,389
2019,MT,female,60-64,192
2019,MT,female,65+,142
2019,MT,female,<15,0
2019,MT,female,unknown,1
2019,MT,male,15,1
2019,MT,male,16,7
2019,MT,male,17,42
2019,MT,male,18,154
2019,MT,male,19,313
2019,MT,male,20-24,3294
2019,MT,male,25-29,3924
2019,MT,male,30-34,3613
2019,MT,male,35-39,2791
2019,MT,male,40-44,1895
2019,MT,male,45-49,1300
2019,MT,male,50-54,921
2019,MT,male,55-59,573
2019,MT,male,60-64,421
2019,MT,male,65+,435
2019,MT,male,<15,0
2019,MT,male,unknown,1
2019,PA,female,15,9
2019,PA,female,16,395
2019,PA,female,17,550
2019,PA,female,18,1097
2019,PA,female,19,1317
2019,PA,female,20-24,7434
2019,PA,female,25-29,7210
2019,PA,female,30-34,5838
2019,PA,female,35-39,4658
2019,PA,female,40-44,3039
2019,PA,female,45-49,2000
2019,PA,female,50-54,1223
2019,PA,female,55-59,632
2019,PA,female,60-64,364
2019,PA,female,65+,303
2019,PA,female,<15,4
2019,PA,female,unknown,17
2019,PA,male,15,1
2019,PA,male,16,6
2019,PA,male,17,44
2019,PA,male,18,256
2019,PA,male,19,522
2019,PA,male,20-24,5738
2019,PA,male,25-29,7106
2019,PA,male,30-34,6519
2019,PA,male,35-39,5224
2019,PA,male,40-44,3574
2019,PA,male,45-49,2522
2019,PA,male,50-54,1727
2019,PA,male,55-59,1135
2019,PA,male,60-64,765
2019,PA,male,65+,943
2019,PA,male,<15,0
2019,PA,male,unknown,8
2019,PB,female,15,2
2019,PB,female,16,237
2019,PB,female,17,314
2019,PB,female,18,488
2019,PB,female,19,557
2019,PB,female,20-24,3529
2019,PB,female,25-29,3475
2019,PB,female,30-34,2552
2019,PB,female,35-39,1701
2019,PB,female,40-44,1122
2019,PB,female,45-49,708
2019,PB,female,50-54,449
2019,PB,female,55-59,244
2019,PB,female,60-64,98
2019,PB,female,65+,92
2019,PB,female,<15,1
2019,PB,female,unknown,33
2019,PB,male,15,0
2019,PB,male,16,7
2019,PB,male,17,35
2019,PB,male,18,121
2019,PB,male,19,228
2019,PB,male,20-24,2955
2019,PB,male,25-29,3658
2019,PB,male,30-34,2827
2019,PB,male,35-39,1999
2019,PB,male,40-44,1245
2019,PB,male,45-49,825
2019,PB,male,50-54,606
2019,PB,male,55-59,407
2019,PB,male,60-64,261
2019,PB,male,65+,394
2019,PB,male,<15,0
2019,PB,male,unknown,34
2019,PE,female,15,5
2019,PE,female,16,483
2019,PE,female,17,694
2019,PE,female,18,1433
2019,PE,female,19,1723
2019,PE,female,20-24,10915
2019,PE,female,25-29,9913
2019,PE,female,30-34,8223
2019,PE,female,35-39,6038
2019,PE,female,40-44,4180
2019,PE,female,45-49,2830
2019,PE,female,50-54,1923
2019,PE,female,55-59,966
2019,PE,female,60-64,455
2019,PE,female,65+,310
2019,PE,female,<15,0
2019,PE,female,unknown,4
2019,PE,male,15,0
2019,PE,male,16,15
2019,PE,male,17,71
2019,PE,male,18,343
2019,PE,male,19,715
2019,PE,male,20-24,8681
2019,PE,male,25-29,10599
2019,PE,male,30-34,8897
2019,PE,male,35-39,6429
2019,PE,male,40-44,4596
2019,PE,male,45-49,3322
2019,PE,male,50-54,2398
2019,PE,male,55-59,1577
2019,PE,male,60-64,1053
2019,PE,male,65+,1396
2019,PE,male,<15,0
2019,PE,male,unknown,3
2019,PI,female,15,5
2019,PI,female,16,129
2019,PI,female,17,161
2019,PI,female,18,326
2019,PI,female,19,302
2019,PI,female,20-24,2074
2019,PI,female,25-29,2038
2019,PI,female,30-34,1600
2019,PI,female,35-39,1010
2019,PI,female,40-44,712
2019,PI,female,45-49,446
2019,PI,female,50-54,275
2019,PI,female,55-59,148
2019,PI,female,60-64,81
2019,PI,female,65+,84
2019,PI,female,<15,1
2019,PI,female,unknown,3
2019,PI,male,15,0
2019,PI,male,16,7
2019,PI,male,17,17
2019,PI,male,18,70
2019,PI,male,19,127
2019,PI,male,20-24,1675
2019,PI,male,25-29,2015
2019,PI,male,30-34,1775
2019,PI,male,35-39,1264
2019,PI,male,40-44,813
2019,PI,male,45-49,562
2019,PI,male,50-54,355
2019,PI,male,55-59,294
2019,PI,male,60-64,162
2019,PI,male,65+,258
2019,PI,male,<15,0
2019,PI,male,unknown,1
2019,PR,female,15,100
2019,PR,female,16,753
2019,PR,female,17,949
2019,PR,female,18,1814
2019,PR,female,19,2127
2019,PR,female,20-24,13274
2019,PR,female,25-29,13385
2019,PR,female,30-34,8609
2019,PR,female,35-39,5720
2019,PR,female,40-44,3765
2019,PR,female,45-49,2617
2019,PR,female,50-54,1847
2019,PR,female,55-59,1008
2019,PR,female,60-64,553
2019,PR,female,65+,434
2019,PR,female,<15,91
2019,PR,female,unknown,8
2019,PR,male,15,14
2019,PR,male,16,53
2019,PR,male,17,141
2019,PR,male,18,573
2019,PR,male,19,963
2019,PR,male,20-24,10736
2019,PR,male,25-29,13865
2019,PR,male,30-34,10389
2019,PR,male,35-39,6749
2019,PR,male,40-44,4574
2019,PR,male,45-49,3060
2019,PR,male,50-54,2150
2019,PR,male,55-59,1517
2019,PR,male,60-64,948
2019,PR,male,65+,1312
2019,PR,male,<15,2
2019,PR,male,unknown,8
2019,RJ,female,15,8
2019,RJ,female,16,209
2019,RJ,female,17,453
2019,RJ,female,18,1357
2019,RJ,female,19,2177
2019,RJ,female,20-24,17654
2019,RJ,female,25-29,18027
2019,RJ,female,30-34,13815
2019,RJ,female,35-39,10760
2019,RJ,female,40-44,7591
2019,RJ,female,45-49,5220
2019,RJ,female,50-54,3619
2019,RJ,female,55-59,2157
2019,RJ,female,60-64,1302
2019,RJ,female,65+,958
2019,RJ,female,<15,5
2019,RJ,female,unknown,104
2019,RJ,male,15,1
2019,RJ,male,16,11
2019,RJ,male,17,50
2019,RJ,male,18,239
2019,RJ,male,19,654
2019,RJ,male,20-24,12661
2019,RJ,male,25-29,18040
2019,RJ,male,30-34,15335
2019,RJ,male,35-39,11762
2019,RJ,male,40-44,8158
2019,RJ,male,45-49,5991
2019,RJ,male,50-54,4342
2019,RJ,male,55-59,3208
2019,RJ,male,60-64,2140
2019,RJ,male,65+,2720
2019,RJ,male,<15,0
2019,RJ,male,unknown,104
2019,RN,female,15,0
2019,RN,female,16,119
2019,RN,female,17,164
2019,RN,female,18,385
2019,RN,female,19,470
2019,RN,female,20-24,3063
2019,RN,female,25-29,3300
2019,RN,female,30-34,2530
2019,RN,female,35-39,1842
2019,RN,female,40-44,1148
2019,RN,female,45-49,772
2019,RN,female,50-54,486
2019,RN,female,55-59,223
2019,RN,female,60-64,134
2019,RN,female,65+,100
2019,RN,female,<15,0
2019,RN,female,unknown,8
2019,RN,male,15,0
2019,RN,male,16,7
2019,RN,male,17,22
2019,RN,male,18,94
2019,RN,male,19,204
2019,RN,male,20-24,2484
2019,RN,male,25-29,3099
2019,RN,male,30-34,2901
2019,RN,male,35-39,2075
2019,RN,male,40-44,1337
2019,RN,male,45-49,885
2019,RN,male,50-54,635
2019,RN,male,55-59,431
2019,RN,male,60-64,231
2019,RN,male,65+,331
2019,RN,male,<15,0
2019,RN,male,unknown,8
2019,RO,female,15,14
2019,RO,female,16,368
2019,RO,female,17,408
2019,RO,female,18,609
2019,RO,female,19,593
2019,RO,female,20-24,2534
2019,RO,female,25-29,2193
2019,RO,female,30-34,1732
2019,RO,female,35-39,1343
2019,RO,female,40-44,1026
2019,RO,female,45-49,739
2019,RO,female,50-54,480
